Location,Land_Area,Floor_Area,Number_of_Floors,Number_of_Bedrooms,Number_of_Bathrooms,House_Type,Year_Built,Condition,Parking_Availability,Proximity_to_City_Center,Price
Rural,2955.69,1929.86,2,3,2,Multi-Family,1967,Old,1,59.75,2229300.27
Suburban,3163.1,2147.09,2,4,3,Single-Family,1956,Old,1,12.82,2377282.58
Urban,4560.82,2747.41,3,5,2,Multi-Family,2012,Good,1,9.47,3491848.34
Suburban,3071.25,2347.23,2,4,2,Single-Family,1991,Renovated,1,19.53,2648904.35
Suburban,3144.19,2030.57,1,4,3,Multi-Family,1960,Old,0,15.14,2387257.32
Urban,935.42,761.84,3,1,1,Single-Family,1958,Old,1,1.87,935377.01
Urban,1387.37,761.14,3,1,1,Apartment,1984,Renovated,0,8.44,1123382.06
Urban,2467.31,1348.54,1,2,2,Apartment,2014,Good,0,5.6,1823674.29
Urban,1692.56,984.7,2,1,1,Apartment,1954,Old,1,3.25,1398414.23
Urban,1502.04,801.66,3,1,1,Apartment,1975,Renovated,0,4.8,1191667.8
Urban,1617.54,1209.94,2,2,1,Multi-Family,2000,Renovated,1,9.44,1458708.24
Urban,1076.43,601.66,2,1,1,Single-Family,1987,Renovated,1,6.91,998462.14
Rural,1708.62,963.64,2,1,1,Multi-Family,1952,Old,0,32.13,1327289.35
Suburban,2839.44,1435.88,2,2,2,Apartment,2008,Good,0,22.06,2039356.74
Urban,4296.32,3492.2,4,6,4,Single-Family,1962,Old,1,3.46,3466976.92
Rural,3296.98,2719.74,1,5,3,Multi-Family,1984,Renovated,1,46.94,2690154.9
Rural,3136.16,1771.33,1,3,2,Apartment,1952,Old,1,52.77,2243192.95
Rural,876.47,697.5,2,1,1,Single-Family,2002,Renovated,1,44.08,884012.4
Suburban,2619.3,1763.88,1,3,2,Single-Family,2004,Renovated,0,25.06,2082901.32
Urban,2433.04,1449.7,2,2,2,Apartment,1994,Renovated,1,1.09,1934267.51
Rural,2790.74,2089.02,2,4,2,Apartment,2015,Good,1,43.9,2276184.65
Suburban,2139.31,1222.39,1,2,2,Single-Family,2016,Good,1,23.56,1735349.86
Suburban,4162.08,3341.12,1,6,4,Apartment,1993,Renovated,1,13.51,3339558.84
Suburban,2552.78,1325.01,2,2,1,Multi-Family,2022,New,0,28.65,1907096.01
Rural,2650.22,2341.87,1,4,2,Apartment,2017,Good,0,42.08,2307599.95
Urban,537.56,284.23,3,1,1,Apartment,2011,Good,1,5.59,556941.17
Rural,2393.32,1751.38,2,3,1,Apartment,1974,Old,1,50.06,1819454.49
Rural,3649.26,3141.57,1,6,4,Single-Family,2001,Renovated,0,49.09,2957415.79
Urban,3055.58,1542.34,2,3,2,Single-Family,1999,Renovated,1,0.77,2315918.81
Urban,344.41,240.88,1,1,1,Apartment,1950,Old,1,6.24,497662.78
Urban,2050.32,1312.21,3,2,2,Single-Family,1988,Renovated,1,7.66,1715402.97
Suburban,4231.9,3098.31,1,6,4,Apartment,2001,Renovated,1,29.41,3330792.14
Urban,2349.36,1386.55,2,2,2,Multi-Family,1989,Renovated,0,6.91,1857844.55
Rural,2822.42,1484.48,2,2,2,Single-Family,2009,Good,0,38.76,2077944.19
Urban,4119.01,3090.79,4,6,3,Apartment,2022,New,1,3.61,3450425.23
Rural,2345.39,1563.76,2,3,1,Single-Family,2018,Good,0,34.25,1843901.01
Suburban,3291.03,2464.96,2,4,3,Multi-Family,1969,Old,1,26.12,2682646.08
Rural,2911.4,1700.89,1,3,2,Multi-Family,1951,Old,0,45.48,2087592.12
Rural,3125.15,1986.02,2,3,2,Apartment,1958,Old,0,46.12,2406170.91
Urban,2879.22,2086.49,4,4,3,Single-Family,1988,Renovated,0,6.28,2280387.36
Urban,1952.37,1439.38,2,2,2,Multi-Family,1979,Renovated,1,6.24,1707611.56
Rural,2052.2,1331.73,2,2,1,Single-Family,2003,Renovated,1,46.84,1615047.88
Urban,1645.42,1007.03,2,2,1,Apartment,2007,Good,1,3.28,1416897.49
Suburban,860.29,524.33,1,1,1,Multi-Family,1993,Renovated,1,18.28,849011.17
Suburban,3744.53,2133.93,2,4,3,Multi-Family,1992,Renovated,1,29.58,2764823.69
Urban,2510.08,1581.76,2,3,2,Single-Family,1959,Old,0,1.54,2033329.07
Suburban,3694.16,2141.79,1,4,3,Multi-Family,1997,Renovated,1,17.85,2762010.25
Urban,4065.37,3063.36,3,6,3,Apartment,1966,Old,1,6.69,3249320.1
Rural,2553.42,1857.94,1,3,2,Apartment,1954,Old,0,49.29,1924168.01
Rural,1186.51,774.83,1,1,1,Multi-Family,2019,Good,0,31.44,969477.79
Suburban,2303.81,1452.17,1,2,2,Apartment,2023,New,1,28.62,1818708.72
Urban,1828.86,1088.26,1,2,2,Multi-Family,2013,Good,1,4.78,1400712.42
Urban,519.85,371.27,3,1,1,Multi-Family,2015,Good,1,6.46,554218.94
Suburban,1998.27,1733.62,1,3,2,Multi-Family,2020,New,1,22.75,1768302.52
Rural,2428.46,1880.31,1,3,1,Multi-Family,1953,Old,0,59.61,1856401.41
Suburban,1856.68,1481.2,1,2,2,Single-Family,1977,Renovated,1,26.77,1662084.2
Rural,1728.45,1441.1,1,2,2,Multi-Family,1987,Renovated,0,37.25,1450624.08
Urban,1222.46,783.17,4,1,1,Apartment,2015,Good,0,7.24,1094381.0
Rural,2695.92,1415.76,2,2,1,Single-Family,2016,Good,1,39.77,1906052.91
Suburban,4369.27,3272.69,1,6,3,Apartment,2009,Good,0,29.69,3569529.52
Urban,3778.62,2174.48,4,4,3,Multi-Family,1996,Renovated,1,6.88,2864090.91
Suburban,3153.63,2294.64,1,4,3,Apartment,1974,Old,0,17.48,2518635.51
Suburban,3175.41,2527.0,1,5,3,Single-Family,2015,Good,0,25.27,2599477.23
Rural,2367.36,1925.74,1,3,2,Apartment,2016,Good,0,48.38,1946645.9
Suburban,695.49,431.72,2,1,1,Single-Family,2018,Good,1,26.12,623126.97
Rural,2130.57,1501.99,2,3,1,Multi-Family,1989,Renovated,1,40.61,1700188.76
Urban,1530.72,1145.57,1,2,1,Multi-Family,1999,Renovated,1,9.39,1384364.91
Rural,2654.7,2197.54,2,4,2,Apartment,1989,Renovated,1,33.55,2185656.19
Urban,3733.21,3003.57,2,6,3,Apartment,1986,Renovated,1,7.16,3163875.91
Rural,4473.41,4004.55,2,8,5,Multi-Family,2018,Good,0,58.96,3604336.57
Suburban,2564.62,1290.6,2,2,2,Multi-Family,1966,Old,1,23.25,1849378.7
Rural,832.84,562.16,1,1,1,Apartment,2011,Good,1,46.8,638316.5
Rural,2562.68,1543.8,2,3,1,Multi-Family,1990,Renovated,1,41.54,1895574.44
Urban,2589.86,1419.13,1,2,1,Single-Family,1991,Renovated,1,4.5,2048328.03
Suburban,3178.84,2748.44,1,5,3,Single-Family,1980,Renovated,1,22.78,2737055.31
Rural,2480.8,2230.7,1,4,3,Apartment,1982,Renovated,1,54.41,2096437.96
Suburban,2566.52,1468.66,2,2,2,Apartment,1992,Renovated,1,20.8,1963873.66
Rural,1867.94,962.69,1,1,1,Multi-Family,2016,Good,0,53.74,1322654.06
Rural,2188.1,1334.79,2,2,2,Multi-Family,1987,Renovated,1,58.51,1657484.23
Suburban,3013.23,2512.87,1,5,3,Single-Family,1990,Renovated,1,26.08,2588029.64
Rural,491.52,303.54,2,1,1,Apartment,2012,Good,0,38.65,548212.07
Suburban,2182.71,1141.03,2,2,2,Apartment,1989,Renovated,0,19.19,1665018.1
Rural,3187.9,1660.89,2,3,1,Apartment,1979,Renovated,1,55.34,2246217.95
Urban,4140.73,2778.3,1,5,3,Apartment,1996,Renovated,1,8.73,3322135.48
Suburban,2101.66,1834.18,1,3,1,Single-Family,1971,Old,0,24.75,1793041.56
Rural,3685.37,2264.17,2,4,2,Single-Family,2004,Renovated,1,51.91,2692638.92
Rural,4190.02,2810.93,1,5,2,Apartment,1992,Renovated,1,58.72,3122179.77
Urban,2114.62,1143.53,2,2,2,Single-Family,2010,Good,1,2.81,1682699.38
Suburban,1941.79,1354.26,2,2,2,Apartment,2023,New,1,17.39,1680558.23
Rural,2317.93,1804.78,1,3,2,Single-Family,1981,Renovated,1,50.42,1890976.58
Urban,2418.05,1471.29,2,2,2,Multi-Family,1953,Old,1,0.21,1926112.84
Rural,3590.82,2221.58,2,4,2,Single-Family,1994,Renovated,0,44.95,2585464.43
Suburban,1726.27,1444.53,2,2,2,Apartment,2021,New,1,29.76,1655565.47
Rural,4038.07,2035.77,1,4,3,Multi-Family,1969,Old,0,35.07,2770374.05
Rural,1699.24,1282.23,1,2,2,Apartment,2020,New,0,42.01,1460987.98
Rural,1235.58,812.46,1,1,1,Multi-Family,2014,Good,1,40.51,971210.94
Rural,3023.78,1872.78,2,3,1,Multi-Family,2009,Good,0,40.05,2245577.1
Urban,3730.56,2846.56,2,5,3,Single-Family,1975,Renovated,1,4.4,3020842.58
Urban,2678.66,2233.65,3,4,3,Single-Family,2022,New,1,0.84,2396280.67
Suburban,2935.08,2123.11,1,4,3,Multi-Family,1972,Old,0,15.39,2271628.92
Urban,4454.3,2282.55,3,4,3,Multi-Family,1989,Renovated,0,0.98,3142548.87
Urban,3744.65,2563.44,2,5,2,Multi-Family,1951,Old,1,2.3,2887340.82
Suburban,2530.93,1733.95,1,3,2,Apartment,1975,Renovated,1,19.08,1947394.91
Urban,2068.85,1484.44,2,2,2,Single-Family,2011,Good,1,5.75,1745820.7
Urban,3595.06,2762.39,3,5,2,Apartment,1993,Renovated,0,3.34,2949949.76
Suburban,3329.28,1690.37,2,3,2,Single-Family,1980,Renovated,1,10.98,2378382.16
Suburban,2918.58,2045.36,1,4,3,Apartment,1975,Renovated,0,27.27,2267037.3
Suburban,2172.99,1597.85,1,3,2,Single-Family,1954,Old,1,24.07,1795272.91
Rural,2423.61,1544.67,2,3,1,Multi-Family,2019,Good,0,53.31,1718174.38
Rural,2352.48,1805.17,2,3,1,Multi-Family,1984,Renovated,1,49.14,1912185.44
Suburban,2189.63,1294.66,2,2,2,Single-Family,1965,Old,1,29.0,1680299.7
Suburban,1898.85,1190.48,2,2,2,Multi-Family,1980,Renovated,1,21.08,1557478.33
Suburban,2765.2,2447.48,2,4,2,Multi-Family,1963,Old,1,16.9,2338329.81
Rural,1853.68,1184.92,1,2,1,Apartment,1974,Old,1,43.6,1396690.43
Rural,2677.38,1709.78,1,3,1,Single-Family,2020,New,0,56.88,2053803.68
Urban,400.13,295.4,3,1,1,Multi-Family,1967,Old,1,1.77,526426.48
Urban,1900.13,1688.06,2,3,1,Single-Family,1999,Renovated,0,1.09,1736537.95
Suburban,3598.33,3214.14,1,6,3,Apartment,1969,Old,1,25.15,3070930.0
Rural,1599.57,1170.67,2,2,1,Single-Family,2005,Good,1,42.74,1259977.98
Rural,3092.1,1547.39,2,3,2,Apartment,1951,Old,0,43.23,2093838.5
Rural,1682.72,1447.58,1,2,1,Apartment,1975,Renovated,1,49.02,1384631.96
Suburban,3275.79,2385.09,2,4,3,Apartment,1972,Old,1,25.83,2573182.89
Urban,2202.89,1423.94,1,2,2,Multi-Family,1981,Renovated,1,3.92,1824947.38
Suburban,2163.35,1799.21,1,3,2,Apartment,1962,Old,1,29.6,1787142.3
Urban,2554.35,1685.7,4,3,2,Single-Family,1962,Old,1,7.59,2013689.91
Urban,1156.57,594.03,4,1,1,Single-Family,1966,Old,1,0.32,978683.83
Suburban,3472.09,2876.38,1,5,3,Multi-Family,2007,Good,1,18.57,2934941.58
Urban,3803.43,2732.17,1,5,3,Multi-Family,1976,Renovated,1,7.29,3026744.52
Urban,2139.97,1359.43,4,2,2,Apartment,1966,Old,1,3.78,1745648.07
Rural,3024.2,1815.6,2,3,1,Apartment,1987,Renovated,0,41.99,2170858.27
Urban,3278.91,2418.26,4,4,2,Apartment,1963,Old,1,3.36,2642702.0
Suburban,2408.74,1404.82,1,2,1,Multi-Family,1963,Old,1,16.84,1784132.4
Suburban,1391.75,876.16,2,1,1,Multi-Family,1961,Old,1,26.47,1013511.07
Urban,4094.08,3089.44,3,6,4,Single-Family,2018,Good,0,5.61,3278932.18
Rural,2107.48,1796.87,2,3,2,Apartment,2017,Good,1,33.27,1802416.85
Rural,1890.87,1348.49,2,2,2,Apartment,2004,Renovated,0,32.96,1491765.29
Urban,4138.79,3326.11,2,6,3,Single-Family,2012,Good,0,2.36,3425823.26
Urban,3110.06,2504.3,3,5,2,Single-Family,1978,Renovated,1,1.68,2551759.67
Suburban,2757.43,2111.48,1,4,2,Single-Family,1994,Renovated,1,17.33,2282092.58
Urban,1529.24,915.0,2,1,1,Single-Family,1953,Old,1,7.37,1247881.43
Rural,3302.8,2796.53,2,5,3,Apartment,1965,Old,1,57.59,2633166.01
Urban,5396.52,3640.01,1,7,4,Multi-Family,2015,Good,1,9.1,4196824.55
Suburban,3380.51,1750.04,2,3,1,Apartment,1972,Old,1,23.88,2452918.94
Suburban,2996.09,1791.2,1,3,1,Single-Family,2017,Good,1,13.68,2335917.25
Suburban,3221.09,2596.91,2,5,3,Multi-Family,1969,Old,1,14.25,2670169.46
Suburban,2171.88,1146.0,1,2,1,Apartment,1966,Old,1,11.74,1618663.51
Suburban,2162.35,1208.64,1,2,2,Single-Family,2001,Renovated,1,17.29,1601617.59
Urban,2149.55,1671.69,2,3,2,Multi-Family,1955,Old,1,0.51,1913106.98
Urban,1925.05,1649.85,2,3,1,Multi-Family,1988,Renovated,1,9.44,1749130.58
Urban,2147.56,1618.17,2,3,2,Multi-Family,1983,Renovated,1,4.87,1810608.15
Urban,2142.89,1261.98,4,2,2,Apartment,2003,Renovated,1,0.64,1750416.08
Suburban,2255.32,1175.85,1,2,2,Single-Family,2014,Good,1,29.87,1647290.67
Rural,2227.32,1661.69,1,3,2,Apartment,1978,Renovated,0,56.11,1816708.72
Urban,2743.01,1423.51,2,2,2,Apartment,1990,Renovated,1,0.55,2068423.48
Rural,2578.79,1921.43,2,3,1,Apartment,2012,Good,1,37.25,1992064.38
Urban,2667.36,1574.36,2,3,2,Multi-Family,1981,Renovated,1,4.34,2168300.99
Urban,4022.3,3466.67,3,6,3,Single-Family,2015,Good,1,1.46,3344399.42
Rural,2576.73,1778.04,2,3,2,Apartment,1994,Renovated,1,33.47,2003718.89
Suburban,4710.89,2777.42,1,5,2,Single-Family,1966,Old,0,16.68,3397001.75
Urban,2852.69,2399.85,4,4,2,Multi-Family,1992,Renovated,1,7.0,2387467.36
Urban,2052.74,1234.96,4,2,1,Apartment,2015,Good,1,0.05,1666675.03
Urban,3849.58,2396.9,3,4,3,Single-Family,2017,Good,1,1.06,2888821.38
Rural,2420.47,2017.97,2,4,2,Multi-Family,1983,Renovated,0,51.93,1943067.38
Suburban,106.32,66.29,2,1,1,Apartment,1950,Old,0,26.43,121433.2
Rural,2496.0,1657.51,2,3,2,Apartment,1972,Old,0,45.58,1907014.07
Rural,2250.82,1438.42,2,2,1,Single-Family,1955,Old,1,39.78,1655626.32
Suburban,4106.55,2244.48,2,4,2,Single-Family,1965,Old,1,12.51,2894959.98
Rural,1602.43,826.15,2,1,1,Apartment,1951,Old,1,56.72,1171017.17
Suburban,2167.35,1711.81,1,3,2,Apartment,1976,Renovated,0,23.84,1712492.93
Urban,3767.64,2856.08,1,5,3,Multi-Family,1968,Old,0,6.15,2975577.63
Suburban,2894.41,1774.12,1,3,1,Multi-Family,1977,Renovated,0,24.31,2203563.24
Urban,2328.54,1439.6,1,2,2,Apartment,1984,Renovated,1,7.88,1812005.4
Rural,1743.51,1530.81,2,3,2,Single-Family,2017,Good,0,42.86,1475492.52
Rural,2851.75,2552.51,1,5,3,Single-Family,1998,Renovated,1,57.74,2355932.16
Urban,2470.7,1703.24,4,3,2,Apartment,1956,Old,1,8.64,1912704.56
Rural,1732.17,1422.08,2,2,2,Multi-Family,1986,Renovated,1,44.71,1402104.4
Suburban,1784.15,1417.82,1,2,2,Apartment,1974,Old,1,14.02,1490164.83
Urban,1685.53,1043.22,1,2,2,Single-Family,1990,Renovated,1,3.6,1455768.67
Rural,1507.44,789.03,2,1,1,Apartment,2011,Good,1,57.37,1210456.89
Urban,3434.03,1912.83,4,3,2,Apartment,1990,Renovated,1,8.48,2585462.02
Suburban,3299.39,2756.04,1,5,3,Multi-Family,1963,Old,0,27.9,2692862.71
Suburban,3435.67,2722.72,2,5,3,Single-Family,2003,Renovated,1,23.1,2845752.87
Rural,2504.5,1917.78,1,3,2,Single-Family,1951,Old,1,33.83,2006795.81
Suburban,2257.37,1246.65,1,2,1,Apartment,1997,Renovated,1,27.08,1680558.21
Urban,2275.62,1720.31,3,3,2,Single-Family,2000,Renovated,1,3.48,1923167.86
Suburban,3521.1,2848.08,1,5,3,Single-Family,2004,Renovated,0,25.64,2880444.82
Urban,679.85,573.96,1,1,1,Single-Family,1961,Old,1,1.18,776178.82
Urban,1985.51,1003.26,1,2,2,Single-Family,2018,Good,1,8.38,1604708.81
Suburban,1612.65,1247.85,1,2,2,Multi-Family,1950,Old,1,15.03,1356849.64
Rural,3859.89,1959.43,1,3,1,Multi-Family,2008,Good,1,43.16,2777361.24
Suburban,2022.54,1583.14,1,3,2,Multi-Family,2022,New,0,18.97,1686585.92
Urban,864.01,651.68,4,1,1,Multi-Family,1983,Renovated,1,6.05,884019.4
Urban,2723.42,1523.32,2,3,2,Multi-Family,1995,Renovated,1,6.6,2185728.66
Suburban,2129.89,1717.65,2,3,1,Single-Family,2008,Good,1,24.24,1824187.2
Rural,1943.07,1024.66,1,2,1,Apartment,2015,Good,1,47.17,1442273.31
Rural,1839.97,1528.2,1,3,2,Apartment,1968,Old,1,48.47,1543820.55
Urban,1800.52,1088.9,3,2,1,Multi-Family,1977,Renovated,0,8.92,1430314.5
Urban,3208.56,2488.37,3,4,2,Single-Family,1989,Renovated,1,5.77,2653238.16
Rural,2723.79,2368.27,1,4,3,Multi-Family,2006,Good,1,36.15,2331222.51
Suburban,2302.03,1463.93,2,2,1,Apartment,2000,Renovated,0,29.64,1812258.5
Urban,1401.76,982.85,1,1,1,Single-Family,1971,Old,1,3.07,1313984.2
Urban,2331.11,1597.39,1,3,1,Single-Family,2017,Good,1,0.92,1907303.43
Rural,2760.63,1554.36,2,3,2,Single-Family,1957,Old,1,37.44,2068792.5
Suburban,2798.65,2060.16,2,4,3,Apartment,2009,Good,1,11.22,2331897.93
Rural,2660.88,2121.26,2,4,3,Apartment,2014,Good,1,38.66,2241570.47
Suburban,1577.41,1367.22,2,2,2,Multi-Family,1985,Renovated,0,15.5,1329473.96
Suburban,96.82,81.36,2,1,1,Multi-Family,2020,New,0,25.31,237562.9
Suburban,4299.62,3026.97,1,6,4,Apartment,1978,Renovated,1,11.91,3373480.22
Urban,1190.36,937.54,2,1,1,Multi-Family,2014,Good,0,1.59,1155938.39
Rural,535.04,438.9,1,1,1,Apartment,2005,Good,1,53.5,530978.41
Rural,2630.52,1834.51,1,3,2,Single-Family,1953,Old,0,52.81,1960611.8
Suburban,791.48,432.28,1,1,1,Multi-Family,2021,New,1,29.84,707408.35
Urban,1695.2,1144.55,2,2,1,Apartment,1999,Renovated,1,1.53,1440152.93
Urban,3048.85,2551.86,2,5,3,Apartment,1988,Renovated,1,8.56,2601576.37
Rural,4272.69,3156.05,1,6,4,Apartment,1984,Renovated,0,54.69,3261993.31
Urban,2887.51,2280.51,1,4,3,Multi-Family,1974,Old,0,3.42,2346189.18
Urban,2060.84,1183.14,4,2,2,Multi-Family,1993,Renovated,1,5.26,1768800.57
Suburban,2448.58,2168.79,1,4,3,Single-Family,1996,Renovated,1,27.63,2187147.43
Urban,691.41,457.46,4,1,1,Multi-Family,1989,Renovated,0,5.84,743289.99
Suburban,2049.25,1560.41,2,3,2,Multi-Family,1980,Renovated,0,17.39,1756363.89
Rural,2050.22,1040.59,1,2,1,Multi-Family,2018,Good,1,31.88,1540277.38
Urban,2653.33,1461.79,2,2,2,Single-Family,2023,New,1,2.4,2200748.46
Rural,4442.19,3610.67,1,7,4,Single-Family,1992,Renovated,0,48.13,3474976.54
Rural,563.2,499.66,2,1,1,Single-Family,2004,Renovated,0,57.95,418370.26
Urban,2092.32,1314.02,2,2,2,Multi-Family,1965,Old,1,5.23,1658484.49
Urban,666.49,343.16,4,1,1,Apartment,2017,Good,1,9.3,617873.37
Rural,1996.64,1286.53,1,2,1,Multi-Family,2018,Good,1,41.68,1491872.9
Urban,1635.4,829.13,1,1,1,Single-Family,1991,Renovated,0,1.19,1265333.92
Suburban,1005.65,580.21,2,1,1,Multi-Family,1990,Renovated,1,15.42,877040.17
Suburban,3413.09,2733.85,1,5,3,Multi-Family,1999,Renovated,1,19.23,2855504.44
Urban,2755.65,2410.74,3,4,3,Apartment,1955,Old,1,0.35,2484387.97
Rural,3295.86,1763.22,1,3,2,Apartment,2002,Renovated,0,46.75,2333292.69
Urban,1968.35,1423.43,4,2,2,Multi-Family,1966,Old,0,4.25,1578108.52
Urban,2429.28,1461.34,3,2,2,Single-Family,2006,Good,1,7.13,1929119.97
Rural,4094.64,2275.08,2,4,3,Multi-Family,2016,Good,1,48.22,2931055.0
Rural,2497.28,1467.38,1,2,2,Multi-Family,1965,Old,1,46.78,1809100.9
Suburban,3307.96,2418.47,1,4,2,Multi-Family,2001,Renovated,1,22.2,2561132.67
Rural,1882.54,990.32,2,1,1,Single-Family,1983,Renovated,1,46.56,1444290.35
Suburban,3216.02,2166.59,1,4,2,Single-Family,1969,Old,1,14.7,2408501.51
Rural,1951.08,1081.08,1,2,2,Single-Family,2005,Good,0,35.38,1425631.4
Urban,603.58,367.62,3,1,1,Single-Family,2000,Renovated,1,8.13,679798.28
Suburban,2492.42,1436.39,2,2,1,Single-Family,2002,Renovated,1,12.09,1904675.36
Suburban,2029.7,1731.72,1,3,1,Multi-Family,1998,Renovated,1,21.31,1738399.63
Suburban,875.22,685.48,2,1,1,Single-Family,1953,Old,1,24.18,836486.55
Urban,2691.49,2280.73,3,4,2,Multi-Family,1967,Old,1,9.91,2256803.07
Urban,1606.47,1049.64,1,2,2,Multi-Family,1985,Renovated,1,3.08,1401567.86
Urban,5592.64,3497.44,1,6,4,Multi-Family,1984,Renovated,1,4.93,4138169.8
Urban,1035.56,675.43,4,1,1,Apartment,1979,Renovated,1,6.52,938160.46
Urban,1287.08,653.09,4,1,1,Single-Family,2012,Good,1,2.02,1167237.89
Suburban,3369.55,2661.55,1,5,2,Single-Family,1970,Old,1,22.31,2705543.21
Urban,2366.98,1514.65,1,3,1,Multi-Family,2001,Renovated,0,6.6,1875242.76
Suburban,3349.2,2094.35,1,4,2,Apartment,2018,Good,1,12.04,2547300.64
Urban,2880.39,2129.35,2,4,2,Single-Family,1990,Renovated,1,2.84,2353911.87
Rural,1917.69,1293.48,1,2,1,Multi-Family,2003,Renovated,1,36.66,1504660.29
Suburban,1120.91,1000.23,1,2,2,Apartment,1979,Renovated,1,18.22,1203333.53
Rural,3571.08,2294.42,1,4,2,Multi-Family,2005,Good,1,40.6,2607856.32
Suburban,1211.55,903.28,2,1,1,Apartment,1990,Renovated,1,27.21,1029160.58
Rural,3058.91,1910.78,1,3,2,Multi-Family,1963,Old,1,43.41,2208780.89
Urban,3419.0,3064.24,2,6,3,Single-Family,1970,Old,1,9.33,2832828.7
Urban,2373.08,1609.05,3,3,1,Multi-Family,1974,Old,1,5.26,1920554.12
Urban,2195.85,1654.91,3,3,2,Multi-Family,1999,Renovated,0,5.05,1845907.01
Suburban,1516.27,834.99,2,1,1,Apartment,2002,Renovated,0,27.42,1143271.66
Rural,2962.74,2350.07,1,4,3,Apartment,1997,Renovated,1,47.32,2420227.99
Urban,545.93,331.75,2,1,1,Single-Family,2019,Good,1,9.48,624951.35
Rural,3215.73,2184.91,2,4,3,Multi-Family,1997,Renovated,1,31.29,2464116.15
Rural,2619.48,2235.08,2,4,2,Apartment,1953,Old,1,30.35,2158187.58
Urban,2277.18,2022.64,3,4,2,Single-Family,1973,Old,1,3.15,2010663.25
Urban,2742.3,1836.87,4,3,1,Single-Family,1980,Renovated,1,3.68,2290281.84
Rural,1126.44,939.36,2,1,1,Apartment,1978,Renovated,1,45.73,967220.21
Urban,87.01,45.36,1,1,1,Apartment,1954,Old,0,7.86,290699.32
Urban,2968.58,2490.73,4,4,3,Multi-Family,2016,Good,1,9.69,2562963.8
Urban,3816.55,2869.3,1,5,3,Single-Family,2002,Renovated,1,7.7,3098868.64
Suburban,760.6,528.98,1,1,1,Apartment,2013,Good,1,22.58,801238.12
Rural,1447.52,1239.06,2,2,2,Single-Family,1984,Renovated,1,46.35,1246738.83
Rural,3252.32,2725.88,2,5,2,Multi-Family,1961,Old,1,42.15,2615155.76
Suburban,2858.89,1769.02,2,3,2,Apartment,1996,Renovated,1,15.97,2214583.21
Rural,5463.11,4461.15,2,8,4,Single-Family,2004,Renovated,1,46.5,4297116.52
Urban,3575.66,1930.13,4,3,1,Apartment,2018,Good,1,0.3,2691393.43
Rural,3335.42,2765.42,1,5,2,Multi-Family,1987,Renovated,1,33.14,2776190.97
Urban,1736.21,1337.2,4,2,2,Multi-Family,1978,Renovated,1,0.81,1516126.12
Suburban,3024.81,1618.72,2,3,2,Multi-Family,1961,Old,1,16.52,2182701.43
Urban,3995.41,3089.38,2,6,4,Multi-Family,1968,Old,1,4.25,3205286.88
Rural,2335.61,1710.15,2,3,2,Apartment,1958,Old,0,42.77,1889871.49
Rural,2382.79,1758.07,2,3,2,Apartment,1978,Renovated,0,39.82,1894084.12
Rural,2641.35,1627.98,2,3,1,Single-Family,1952,Old,0,40.51,1849439.55
Suburban,1835.5,1113.41,1,2,1,Single-Family,1979,Renovated,1,18.66,1392656.91
Suburban,2768.96,2229.05,2,4,3,Apartment,2007,Good,0,26.01,2326696.13
Rural,2743.97,1653.86,2,3,1,Apartment,2002,Renovated,0,55.5,2106990.75
Urban,3979.99,2700.44,2,5,2,Single-Family,1953,Old,1,5.18,3089468.33
Suburban,2310.61,1797.46,2,3,2,Apartment,2006,Good,1,15.32,1877882.74
Rural,3174.73,1688.47,1,3,1,Multi-Family,2003,Renovated,1,32.66,2180558.56
Rural,2340.43,1726.81,2,3,1,Multi-Family,1977,Renovated,0,36.43,1802144.61
Suburban,3139.76,2310.08,1,4,3,Multi-Family,1965,Old,1,15.57,2435090.28
Suburban,2249.94,1740.76,2,3,1,Single-Family,1962,Old,0,15.45,1801782.57
Suburban,3073.47,1991.52,2,3,2,Apartment,2021,New,1,17.51,2436224.19
Urban,3228.24,2193.89,1,4,3,Single-Family,2005,Good,1,9.78,2620659.04
Urban,1433.34,905.85,1,1,1,Single-Family,2002,Renovated,1,9.67,1270634.65
Rural,3602.38,2965.72,2,5,2,Apartment,1997,Renovated,1,58.71,2894128.24
Suburban,2333.52,1288.67,2,2,1,Single-Family,1974,Old,1,27.65,1775915.34
Urban,2030.2,1797.1,4,3,1,Multi-Family,2015,Good,1,3.37,1839894.77
Suburban,1789.99,1349.54,2,2,2,Apartment,1979,Renovated,0,18.26,1500767.63
Rural,2798.2,2391.8,2,4,2,Multi-Family,1952,Old,0,42.51,2310465.93
Urban,2495.38,1673.13,4,3,1,Multi-Family,1972,Old,1,4.46,2047043.28
Urban,2870.81,1816.97,4,3,2,Apartment,1978,Renovated,1,7.33,2213776.14
Urban,2890.22,2486.43,2,4,3,Multi-Family,1990,Renovated,1,0.27,2475651.96
Rural,3108.58,1677.23,1,3,2,Multi-Family,1960,Old,1,53.77,2141810.91
Suburban,5276.28,2885.3,1,5,2,Multi-Family,1970,Old,1,28.06,3724612.98
Urban,2539.69,1573.94,1,3,2,Apartment,1973,Old,0,6.84,1814116.22
Rural,1765.43,1560.48,2,3,1,Apartment,2014,Good,1,37.5,1561618.04
Suburban,480.19,361.69,2,1,1,Apartment,1950,Old,1,27.75,477395.4
